LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Pic_src,Featured_wines,Recomm_foods
L780809,51.0,"""Domaine Breton Clos Sénéchal 2015","Aromas of dried red fruit, cherry, potpourri, underwood, liquorice and even some leather. On the palate it is quite fresh with medium ripe tannins and a long finish.",750,12.5,,France,Domaine Breton,,,,,Cabernet Franc,https://www.lcbo.com/content/dam/lcbo/products/780809.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V437681,33.95,12 Linajes Reserva 2012,"Toasty blackberry and cassis aromas are classic for Ribera, while the firm, compact palate is structured but not fiercely tannic. Flavors of spiced blackberry, plum and fig finish with the right interplay between fruit and oak. Drink through 2028. Editors' Choice. Score - 94. (Michael Schachner, Wine Enthusiast, April 1, 2018)",750,14.0,Ribera del Duero,Spain,D.O. 5 Hispanobodegas,7.0,XD - Extra Dry,Firm,Full-bodied,Tempranillo,https://www.lcbo.com/content/dam/lcbo/products/437681.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L419945,14.95,13th Street Burger Blend Gamay Pinot Noir VQA,"Spicy with suggestions of red fruits, leather and sweet spices on the nose. Savoury and juicy in the mouth with fresh acidity, red fruit and soft tannins. Smoky note on the close.  (Vintages panel, April 2015)",750,13.5,Ontario,Canada,Thirteenth Street Wine Corp.,8.0,D - Dry,Fruity,Medium-bodied,Pinot Noir Blend,https://www.lcbo.com/content/dam/lcbo/products/419945.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Gyros Burgers with Oven-Roasted Lemon Potatoes', 'Cashew & Peppered Beef Salad on a Bed of Endive', 'Lamb Triangoli with Brown Butter & Parmesan']"
V56598,16.25,13th Street Cabernet/Merlot 2017,"The 2017 13th Street Cabernet/Merlot is a 56%/44% blend. It's rich, ripe and round, with good complexity and fruit presence and well-placed cassis, dark berry and sweet spice tones alongside some smoky tar and leather. The depth and complexity make this a great value. It will reward 3-5+ years of patience, but you can enjoy it tonight with smoked cheeses, lamb burgers or a medium-rare steak.  (Vintages panel, Sept. 2018)",750,12.0,Ontario,Canada,Thirteenth Street Wine Corp.,11.0,D - Dry,Fruity,Medium-bodied,Cabernet/Merlot,https://www.lcbo.com/content/dam/lcbo/products/056598.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V177824,17.95,13th Street Gamay,,750,12.0,Ontario,Canada,Thirteenth Street Wine Corp.,6.0,XD - Extra Dry,Fruity,Medium-bodied,Gamay,https://www.lcbo.com/content/dam/lcbo/products/177824.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Moroccan Turkey Flatbread', 'Tamarind Chicken Tacos', 'Grilled Tuna with Potato Bundles']"
V249458,15.95,13th Street Red Palette 2017,"This bottle from 13th Street is uncomplicated but brimming with juicy red fruit. Raspberry, Cherry, and Strawberry. The tannin is soft, and this wine is pretty much chuggable...I bet that's the first time you've seen that in a wine review. Something to bridge the gap of the late summer barbeques leading into fall with roasts. Score - 4 Stars (out of 5). (André Proulx, andrewinereview.ca, Aug. 3, 2018)",750,13.1,Ontario,Canada,Thirteenth Street Wine Corp.,5.0,XD - Extra Dry,Fruity,Medium-bodied,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/249458.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V130195,24.25,13th Street Sandstone Vineyard Gamay Noir 2014,"Hailing from a single site in Niagara-on-the-Lake planted in 1983, this is a traditionally made gamay fermented open-top, punched down and aged in French oak. So no tooty-fruity gamay here, indeed it is quite elegant, complex and refined. Expect complex subtle aromas of red currant/cherry, fine spice, pepper and some twigginess. It's mid-weight, dry and nicely contained with a fine red fruit and spice finish. Very good to excellent length. Nicely focused and balanced. Best now to 2020. Score - 91. (David Lawrason, winealign.com, Nov. 4, 2016)",750,13.0,Ontario,Canada,Thirteenth Street Wine Corp.,2.0,XD - Extra Dry,Fruity,Medium-bodied,Gamay,https://www.lcbo.com/content/dam/lcbo/products/130195.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V70573,17.95,14 Hands Winery Cabernet Sauvignon 2016,"Aged in a combination of American and French oak, this Cab has a bit of the restrained power of the wild mustangs for which it was named. (These horses once roamed the hills of the Columbia Valley and measured 14 hands in height.) This dark,  dry wine features notes of vanilla, coffee and spice all layered in and amongst the cassis and blackberry tones. Soft and approachable with wide appeal, it's ideal for ribs. (Vintages panel, Sept. 2018)",750,13.5,Washington,USA,Chat Ste Michelle,10.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet Sauvignon Blend,https://www.lcbo.com/content/dam/lcbo/products/070573.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V590497,60.0,1879 Boutari Legacy 2007,"The 2007 1879 Boutari Legacy is a single-vineyard Xinomavro that references Boutari's long history. Very tight and showing far more power than you'll want just now, this is made for the long haul. With plenty of finesse otherwise, it is most notable at the moment for that big, intense finish. It does seem potentially gorgeous, though, if the hard edge and astringency can moderate over time. I think they will, but it probably needs the better part of a decade in the cellar. Right now, it is closed, mute and all about the potential. Drink Date: 2020-2045.  Score - 92+. (Mark Squires, robertparker.com, Aug. 30, 2016)",750,14.0,Macedonia,Greece,John Boutari & Son,4.0,XD - Extra Dry,Firm,Full-bodied,Xinomavro,https://www.lcbo.com/content/dam/lcbo/products/590497.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L461525,18.95,19 Crimes Cabernet Sauvignon,"Inky purple with aromas of strawberry jam, leather, and sweet spices; the palate is full and dry with medium acidity an soft tannins. Look for big fruity flavours of blackberry, strawberry jam, and vanilla followed by a lengthy, spicy finish.",750,13.5,South Australia,Australia,Treasury Wine Estates,2.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/461525.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Spring Lamb Rack', 'Lamb Tagine with Apples', 'Lamb Meatballs with Roasted Peppers & Olives']"
L369777,18.95,19 Crimes Shiraz Durif,"Deep ruby in colour with a purple hue; aromas of black cherry, cassis and pepper; flavours replay on the aromas with an emphasis on black pepper and smoke that linger on the finish; medium acidity and medium-high tannin.",750,14.0,South Australia,Australia,Treasury Wine Estates,2.0,XD - Extra Dry,Fruity,Medium-bodied,Syrah/Shiraz,https://www.lcbo.com/content/dam/lcbo/products/369777.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Best Burgers', 'Petite Réveillon Sliders', 'Beef Kefta in Pita']"
L633438,18.95,19 Crimes The Uprising Red Wine,"A portion of this wine has been aged in rum barrels, paying homage to Australia's Rum Rebellion of 1808. Aromas of cherry, vanilla and a hint of spice. The palate is dry, with balanced acidity and supple tannins. Flavours of cherry and vanilla, with a hint of brown sugar on the finish. Serve with steaks, ribs or burgers.",750,15.0,South Australia,Australia,Treasury Wine Estates,15.0,D - Dry,Smooth,Full-bodied,Blend,https://www.lcbo.com/content/dam/lcbo/products/633438.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Shaking Beef with Lime Dipping Sauce', 'Red Wine-Braised Beef in Potato Skins', 'Beef Fillet Steaks with Brown Butter Béarnaise']"
L6395,12.95,20 Bees Cabernet Merlot VQA,"Bees are hardworking, unselfish and in tune with their environment - all qualities that would also describe Ontario winegrowers! Enjoy aromas and flavours of blackcurrant and cherry, with licorice and spicy notes. Serve with grilled meats or a selection of local cheeses.",750,12.2,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,9.0,D - Dry,Fruity,Medium-bodied,Cabernet/Merlot,https://www.lcbo.com/content/dam/lcbo/products/006395.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Thai Beef and Mango Salad on Rice Noodles', 'Grilled Lamb T-Bones', 'Flank Steak with Kale and Bulgur Salad']"
L146829,20.15,20 Bees Cabernet Merlot VQA,"Bees are hardworking, unselfish and in tune with their environment - all qualities that would also describe Ontario winegrowers! Enjoy aromas and flavours of blackcurrant and cherry, with licorice and spicy notes. Serve with grilled meats or a selection of local cheeses.",1500,12.5,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,9.0,D - Dry,Fruity,Medium-bodied,Cabernet/Merlot,https://www.lcbo.com/content/dam/lcbo/products/146829.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Mini Burgers', 'Spinach Salad with Stuffed Mushrooms', 'Soup Joumou']"
L223545,17.95,20 Bees Grower's Red VQA,"Clear purple red colour; red berry fruit, vegetal and a touch of spice; light bodied, dry; berry fruit flavours and with a touch of pepper to finish",1500,12.5,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,12.0,D - Dry,Fruity,Light-bodied,Blend,https://www.lcbo.com/content/dam/lcbo/products/223545.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Molasses Baked Beans With Smoked Pork Chops', 'Chicken Burger with Chipotle Barbecue Sauce', 'Herb-Roasted Chicken with Woodland Mushroom Linguine']"
L487744,7.55,20 Bees Keepers Red Cabernet Shiraz,"Created to be approachable and easy-drinking making it perfect for pairing with pizza night; pours a deep ruby and exudes playful aromas of plum, cassis, and cherry. The palate is smooth and dry with balanced acid and tannins; great on its own or with casual fare.",750,12.5,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,10.0,D - Dry,Fruity,Medium-bodied,Cabernet Sauvignon/Shiraz,https://www.lcbo.com/content/dam/lcbo/products/487744.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V561035,24.95,2027 Cellars Edgerock Vineyard Pinot Noir 2016,"This is Panagapka's first attempt at a Pinot Noir at this lower price point. Quality Pinot like this is hard to find in Niagara (or anywhere, for that matter). Edgerock is a vineyard on the Twenty Mile Bench farmed by Wismer. Panagapka uses 40% new French oak, always wild fermentation for all his wines, 70% of the fruit is whole berry pressed. The quality of oak, grapes and winemaking for 2027 Cellars is the same across the board whether it's a $19 bottle of wine or a $40 bottle. The nose on this fine Pinot is fresh and delicate with strawberry, cherry, rhubarb, subtle toasted vanilla and oak. Turns more complex on the palate with obvious tannins to bring complexity and structure into the equation to go with savoury red fruits, underbrush and well-integrated spice notes. A personable Pinot that will have you scratching head at the quality to price ratio. Score - 91. (Rick VanSickle, winesinniagara.com, Dec. 4, 2017)",750,12.6,Ontario,Canada,2027 Cellars Ltd.,4.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/561035.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V15495,17.95,3 Rings Shiraz 2016,"The dark, stormy and meaty side of Shiraz is more than ample in this South Australian number, in fact its bloody-crikey all in. All the fruits under the warm and sanguine aromatic colours of the rainbow swirl and paint the sky in Man Ray swath. Fruit sweetened brushstrokes thicken to texture while splashes of acidity help the merge into tannic poster-posturing. Well made and from the right stuff. Drink 2020-2026.  Score - 90. (Michael Godel, winealign.com, April 24, 2019)",750,13.5,South Australia,Australia,The Arh Australian Wine Company Pty,5.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/015495.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L336296,36.4,300 Red 2008,"The 300 wine is richly structured and loaded with complex flavour reminiscent of dark red fruits such as blackberries and black cherries. On the palate a rich, round, opulent feel. The dark fruit character intermingles with the subtle oak notes in the long finish.",750,13.0,,Greece,G. Tsimpidis And Co. Monemvasia Win,,,,,Mavroudi/Agiorgitiko,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L218859,12.95,35° South Cabernet Sauvignon Merlot Organic,"Bright ruby colour with aromas of cassis, soft fruits and subtle earthiness; dry, medium body",750,13.0,,Chile,Vina San Pedro,4.0,XD - Extra Dry,Fruity,Medium-bodied,Blend,https://www.lcbo.com/content/dam/lcbo/products/218859.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Butterflied Lamb with Italian Seasonings', 'Scottish-Style Leg of Lamb', 'Slow-Roasted Shoulder of Lamb with Roasted Garlic']"
L10403,13.95,35° South Red Blend Organic,,750,13.0,,Chile,Vina San Pedro,5.0,XD - Extra Dry,Fruity,Medium-bodied,Blend,https://www.lcbo.com/content/dam/lcbo/products/010403.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L341262,15.75,370 Leguas 2015,"Named for the meridian that once delineated Portuguese island territories, this ruby-coloured, vanilla-scented wine from the Douro region is packed with red berry flavours. For an excellent food pairing, serve it with bison or lamb burgers.",750,13.0,,Portugal,Goanvi - Cantral De Engarrafam,,,,,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V609164,39.95,50th Parallel Estate Pinot Noir 2015,"100% Pinot Noir. Black raspberry, strawberry and boysenberry aromas and flavours with a gentle touch of leather and smoky oak. Big, complex wine. Score - 90. (Decanter World Wine Awards, 2017)",750,15.0,British Columbia,Canada,50th Parallel Estate Limited Partne,2.0,XD - Extra Dry,Smooth,Full-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/609164.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L437442,8.95,56 Hundred Cabernet Sauvignon Shiraz,"56 Hundred is in reference to the price paid for Nederburg farm in 1791; since then the winery has built a reputation for quality wine. This offering is a full-flavoured experience with notes of black currant, plum, and charred oak on a medium weight palate that finishes with a ripe raspberry note.",750,14.0,Western Cape,South Africa,Stellenbosch Farmers Winery,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon/Syrah,https://www.lcbo.com/content/dam/lcbo/products/437442.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Grilled Hangar Steak', 'Horseradish Grilled Steak and Potato Salad', 'Hanger Steak with Grilled Onions & Sweet and Sour Cherries']"
V59311,24.95,7 Deadly Zins Old Vine Zinfandel,"Zinfully delicious Cali Zinfandel that features all you're looking for in the state's classic variety. The aromas suggest hickory smoke, black cherry, vanilla and spice cupboard. A rich, fruity wine perfect for steaks or meat-based pasta dishes.",750,14.5,California,USA,The Wine Group,6.0,D - Dry,Smooth,Full-bodied,Zinfandel,https://www.lcbo.com/content/dam/lcbo/products/059311.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Fillet of Beef', 'Grilled Beets & Peppercorn-Beef Roast with Gorgonzola Sauce', 'Sloppy Rendang Joes']"
L390426,25.85,992 Finca Rio Negro 2015,"Crafted at a family-run winery in the foothills of Guadalajara, this Tempranillo blend is bright, clean and brimming with aromas of red berries and violet, and notes of oak. A food-friendly, medium-bodied red, it's equally good with chicken, lamb and steak.",750,14.0,,Spain,Meraven S.L,,,,,Tempranillo Blend,https://www.lcbo.com/content/dam/lcbo/products/390426.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L665430,14.95,A De Luze & Fils Chateau Bel Air Bordeaux AOC,"Light-medium ruby colour; medium intensity blackberry, cherry, oak spice and tobacco aromas; full bodied, flavours of red cherry, plum, tobacco and oak spice with a medium length finish.",750,13.5,Bordeaux,France,A. Deluze Et Fils,5.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/665430.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['BBQ Brisket Sandwiches with Sun-Dried Tomato Sauce', 'Brisket from Barque Smokehouse', 'Joel’s Favourite Ribs']"
V645457,19.95,A Rena d'Oru di Casanova 2016,"(Translated from the French) Deep garnet in colour. The expressive nose offers up notes of red fruit, sour cherry, aromatic herbs and fine spices with some oak in the background. Airy, with a fresh attack, a medium range and an immediate fruit expression. This fresh, fruity and straightforward wine is an ideal match for charcuterie. Score - Gold. (Guide Gilbert & Gaillard, 2019)",750,12.4,Corsica,France,Cave Cooperative D'Aghione,4.0,XD - Extra Dry,Fruity,Medium-bodied,Niellucciu,https://www.lcbo.com/content/dam/lcbo/products/645457.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V229781,24.95,A to Z Wineworks Pinot Noir,"Founded in 2002, A to Z Wineworks has twice seen their wines named to Wine Spectator's Top 100 wines of the year. Always impressive, earthy and characterful, this is a Pinot that brings the savoury and the smoky to its red berry fruit. A wine for duck.",750,13.5,Oregon,USA,A To Z Winework L.L.C,4.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/229781.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L485499,47.15,A Trincadeira Nao e Tao Fita Preta 2015,"This approachable Alentejo varietal (the same grape known in the Douro as Tinta Amarela) has earthy and spicy notes, and a fresh, fruity palate. Try it with veal chops, tourtière or other savoury pies.",750,14.0,Alentejo,Portugal,"Fita Preta Vinhos, Lda",,,,,Trincadeira Blend,https://www.lcbo.com/content/dam/lcbo/products/485499.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V629147,35.95,Abacela Fiesta Tempranillo 2015,"Fiesta is the entry-level cuvée among four different Abacela Tempranillos. To say this wine overdelivers is to understate its impact. The estate-grown fruit sends up gamy scents that conjure dreams of blood sausage and lead down a deep, dark entryway into a core of blue plum, black cherry and cassis fruits. Some barrel time adds licorice and clove, with tannic muscle invigorating the finish. Ranks #61 on Wine Enthusiast's Top 100 Wines of 2018. Score - 92. (Paul Gregutt, Wine Enthusiast, Dec. 1, 2018)",750,14.7,Oregon,USA,"Abacela Vineyards + Winery, Inc",4.0,D - Dry,Fruity,Medium-bodied,Tempranillo,https://www.lcbo.com/content/dam/lcbo/products/629147.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V672337,50.95,Abbadia Ardenga Brunello di Montalcino 2013,"A pretty and fresh red with blackberry, blueberry and orange peel character. Medium to full body, firm and silky tannins and a crisp finish. A lovely, bright 2013. Drink or hold. Score - 94. (James Suckling, jamessuckling.com, Nov. 27, 2017)",750,13.0,Tuscany,Italy,Abbadia Ardenga,4.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese Blend,https://www.lcbo.com/content/dam/lcbo/products/672337.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V537944,15.75,Abbotts & Delaunay Corbières 2015,"The grapes for this are sourced from three sites across Corbières, taking full advantage of the region's diverse terroir to create this elegant, aromatic, complex wine. Richly structured with a great depth of blue and black fruit, spice and a lifted mint tone. Plush and long with an oaky close. A nice option for barbecued meats and superb with rabbit stew. (Vintages panel, June 2017)",750,13.9,Languedoc,France,"Badet, Clement & Cie",5.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Grenache/Mourvèdre,https://www.lcbo.com/content/dam/lcbo/products/537944.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V609156,48.95,Aberrant Cellars Gran Moraine Vineyard Pinot Noir 2014,"This splendid, resonant, beautifully detailed wine captures everything that is most desirable in the 2014 vintage. Blackberry and black cherry fruit, adorned with a sprinkling of Sumatra coffee beans, rocks on with polished tannins. The pleasing roasted character is just right to power it through a clean, sexy finish. Drink now and on through 2026. Cellar Selection.  Score - 95. (Paul Gregutt, Wine Enthusiast, April 1, 2017)",750,13.7,Oregon,USA,"Aberrant Cellars, Llc",3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/609156.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V648378,32.95,Abremundos Octava Bassa Malbec 2014,"Aromas of blackberries, burnt orange peel and hints of chocolate. Full body, chewy tannins and a savory finish. There is a bigger, warmer profile to this. Drink now. Score - 94. (James Suckling, jamessuckling.com, June 21, 2017)",750,15.0,Mendoza,Argentina,Go Wine Llc,4.0,XD - Extra Dry,Firm,Full-bodied,Malbec,https://www.lcbo.com/content/dam/lcbo/products/648378.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L869347,128.0,Acaibo 2013,"Lots of blackcurrant, violet, and perfumed on the nose. Full to medium body, polished, ripe tannins and a long and flavourful finish. Extremely fine tannins. Needs two or three years to soften. A blend of mostly cabernet sauvignon and merlot. Some cabernet franc.",750,13.9,California,USA,Gonzague + Claire Lurton Vineyards,,,,,Merlot/Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/869347.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V698001,580.0,Accendo Cellars Cabernet Sauvignon 2015,"Produced from 92% Cabernet Sauvignon, 4% Cabernet Franc and 4% Petit Verdot, the 2015 Cabernet Sauvignon offers up profound wild blueberries, freshly crushed blackberries and chocolate-covered cherries scents with suggestions of Chinese five spice, Sichuan pepper, bay leaves and lavender plus a savory touch of yeast extract. Medium to full-bodied, it fills the mouth with expressive, multilayered blue and black fruits, all supported by ripe, fine-grained tannins and a lively backbone, finishing long with a compelling earthiness coming through. Drink Date: 2018-2040. Score - 97+. (Lisa Perrotti-Brown, MW, robertparker.com, Dec. 29, 2017)",750,14.8,California,USA,Accendo Cellars,,XD - Extra Dry,,,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V178103,105.0,Achaval Ferrer Finca Bella Vista Malbec 2014,"Blocks 4 and 5 are located next to the winery and are both over 110 years old. This delicious Malbec sees 100% new oak (in 165 litre barrels) and is a savoury, spicy, beautifully judged triumph. Plush, broad, yet still restrained, it has a lovely core of black fruit sweetness and velvety tannins. Drink: 2018-25. Score - 96. (Tim Atkin, MW, timatkin.com, Argentina Special Report 2017)",750,13.5,Mendoza,Argentina,Achaval Ferrer S.A.,3.0,XD - Extra Dry,Smooth,Full-bodied,Malbec,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V24752,50.0,Achaval Ferrer Quimera 2014,"Containing the highest percentage yet of Cabernet Franc (24%), this Malbec-based blend also contains Merlot and Cabernet Sauvignon, but no Petit Verdot for the second vintage in a row. Spicy, scented and complex, with grassy aromas, fine-grained tannins and deftly handled oak. Drink Date: 2017-2022. Score - 94. (Tim Atkin, MW, timatkin.com, Argentina Special Report 2018)",750,14.0,Mendoza,Argentina,Achaval Ferrer S.A.,3.0,XD - Extra Dry,Smooth,Full-bodied,Malbec Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V256008,135.0,Achával Ferrer Finca Mirador Malbec 2014,"This is really special for 2014 with dried mushrooms, flowers and dark-berry character on the nose. Full-bodied yet refined and dense. Very polished tannins and fruit depth. Fantastic finish of burnt oranges and ripe fruit yet everything's always fresh and vivid. Drink now or hold. Score - 95. (James Suckling, jamessuckling.com, June 21, 2017)",750,14.0,Mendoza,Argentina,Achaval Ferrer S.A.,3.0,D - Dry,,,Malbec,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V24737,29.95,Achával Ferrer Malbec 2015,"Deliberately made as a cuvée of Malbecs from different terroirs - Perdriel, Medrano and the Uco Valley - this is a wonderfully perfumed red from the Achaval team. Floral, spicy and polished, with a core of sweet plum and blueberry fruit and just the right amount of oak. Drink Date: 2017-22. Score - 93. (Tim Atkin, MW, timatkin.com, Argentina Special Report 2017)",750,14.0,Mendoza,Argentina,Achaval Ferrer S.A.,3.0,XD - Extra Dry,Smooth,Full-bodied,Malbec,https://www.lcbo.com/content/dam/lcbo/products/024737.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V421149,28.95,Acrobat Pinot Noir 2015,"Aromatically complex with hints of dusty compost, peat moss and coffee grounds, this moves gracefully into a lively palate. Orange and lemon peel, black tea and juicy acids highlight a red berry core. This is a totally gulpable and thoroughly delicious young Pinot. Score - 90. (Paul Gregutt, Wine Enthusiast, Feb. 1, 2017)",750,13.5,Oregon,USA,Foley Family Wines Inc.,3.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/421149.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V11244,28.95,Adamo Estate Parke Vineyard Grower's Series Pinot Noir 2016,"An ambitious 50 per cent whole cluster pinot noir as dusty rose perfumed as it comes from Bench fruit. Lithe in appearance but packing a punch and crying with real local tension. The palate is so very different than what the nose gives away, turning to fruit sweet and soulful. If at first it's quiet and openly oxygenated it then turns into a prime example of what can happen with high, whole clustered ambition. A Shauna White stunner, impressive to be sure in the purposed way of whole bunch fanatics everywhere, from Ontario to South Africa and also those making pinot noir at locational right angles in between, secretly wishing they were members of the club. Drink Date: 2020-2024. Score - 91. (Michael Godel, winealign.com, May 12, 2019)",750,13.0,Ontario,Canada,2674177 Ontario Inc D/B/A Adamo,2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V10043,99.95,Addendum: Napa Valley Cabernet Sauvignon 2014,"The 2014 Napa Valley Cabernet Sauvignon reveals a medium to deep garnet-purple color and nose of dusty earth, cloves, cigar boxes and lavender over a core of red and black currants, black cherries and a waft of baker's chocolate. Full-bodied, concentrated and seductive, it delivers mouth-filling fruit with a solid frame and grainy tannins, finishing long and earthy. Drink Date: 2018-2030.  Score - 93. (Lisa Perrotti-Brown, MW, robertparker.com, Oct. 31, 2017)",750,17.2,California,USA,Fess Parker,6.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/010043.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V646026,12.95,Adega de Redondo Colheita Speciale Porta da Ravessa 2017,"40% Trincadeira, 40% Aragonez, 20% Alicante Bouschet. Bright cassis and red fruit aromas with a hint of mint. The palate is fresh, with well-balanced tannins and excellent fruit concentration.   Score - 93. (Decanter World Wine Awards, 2018)",750,13.8,Alentejo,Portugal,Adega Cooperativa Redondo,4.0,XD - Extra Dry,Fruity,Medium-bodied,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L831289,13.65,Adega do Monte Colheita 2016,"This wine shows dark berry and spice characteristics framed in earthy, floral nuances. Expansive on the palate with intense dark fruit and an impressively elegant structure. Tannins are fine and the finish is tireless. The ripe nature of the fruit make this wine approachable today but the structure and acidity suggest this wine will age for another 5+ years. Best enjoyed with slow-cooked braised meats and vegetables.",750,14.0,,Portugal,Soc. Ag. Joao T.M. Barbosa + F,,,,,Aragonez/Trincadeira/Castelão/ Alicante Bouschet,https://www.lcbo.com/content/dam/lcbo/products/831289.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V646109,17.95,Adega do Monte Reserva 2015,"This is a dense, concentrated wine. Wood aged for 12 months, this blend of Castelão, Aragonez and Trincadeira is succulent, full bodied and solid with both tannins and ripe black fruits. The juicy aftertaste gives a final brightness to this ready-to-drink wine. Score - 88. (Roger Voss, Wine Enthusiast, Oct. 1, 2018)",750,13.7,Alentejo,Portugal,João T. Matos Barbosa,11.0,D - Dry,Firm,Full-bodied,Castelão Blend,https://www.lcbo.com/content/dam/lcbo/products/646109.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
